id,mode,level,level_name,prompt,tags,intensity,relationship_context,is_hidden,is_adult
classic_l2_104,classic,2,Beneath the Surface,What is something you do when you are secretly hoping someone notices?,self_awareness|personal|perception,2,all,false,false
classic_l2_105,classic,2,Beneath the Surface,What is an expectation you put on yourself that no one else can see?,self_awareness|personal,2,all,false,false
classic_l2_106,classic,2,Beneath the Surface,What is an expectation you put on others that you are trying to own?,self_awareness|personal,2,all,false,false
classic_l2_107,classic,2,Beneath the Surface,What is something you are learning about timing?,self_awareness|personal,2,all,false,false
classic_l2_108,classic,2,Beneath the Surface,What is something you are learning about patience?,self_awareness|personal,2,all,false,false
classic_l2_109,classic,2,Beneath the Surface,What is something you are learning about letting go?,self_awareness|personal,2,all,false,false
classic_l2_110,classic,2,Beneath the Surface,What is something you are learning about wanting more?,self_awareness|personal,2,all,false,false
classic_l2_111,classic,2,Beneath the Surface,What is an insecurity that has become less powerful because you named it?,self_awareness|personal,2,all,false,false
classic_l2_112,classic,2,Beneath the Surface,What is an insecurity that still wins sometimes?,self_awareness|personal,2,all,false,false
classic_l2_113,classic,2,Beneath the Surface,What is a value you would like to make more visible in your daily life?,self_awareness|personal,2,all,false,false
classic_l2_114,classic,2,Beneath the Surface,What is a value you claim but do not always practice?,self_awareness|personal,2,all,false,false
classic_l2_115,classic,2,Beneath the Surface,What is something you respect more now because you have tried to do it?,self_awareness|personal,2,all,false,false
classic_l2_116,classic,2,Beneath the Surface,What is something you judge less now because you have lived more?,self_awareness|personal,2,all,false,false
classic_l2_117,classic,2,Beneath the Surface,What is a choice you made that only makes sense if you know the whole story?,self_awareness|personal|choices,2,all,false,false
classic_l2_118,classic,2,Beneath the Surface,What is a chapter of your life that deserved a better ending?,self_awareness|personal,2,all,false,false
classic_l2_119,classic,2,Beneath the Surface,What is a chapter of your life that ended exactly when it needed to?,self_awareness|personal,2,all,false,false
classic_l2_120,classic,2,Beneath the Surface,What is something you are saving for the right season?,self_awareness|personal,2,all,false,false
classic_l2_121,classic,2,Beneath the Surface,What is something you are delaying out of fear?,self_awareness|personal|fear,2,all,false,false
classic_l2_122,classic,2,Beneath the Surface,What is a conversation you are avoiding because it would change things?,self_awareness|personal|change,2,all,false,false
classic_l2_123,classic,2,Beneath the Surface,What is a conversation you are craving because it would clarify things?,self_awareness|personal,2,all,false,false
classic_l2_124,classic,2,Beneath the Surface,What is something you want to be remembered for by the people closest to you?,self_awareness|personal,2,all,false,false
classic_l2_125,classic,2,Beneath the Surface,What is something you hope people never reduce you to?,self_awareness|personal|hope,2,all,false,false
classic_l2_126,classic,2,Beneath the Surface,What is a way you have become more honest with yourself?,self_awareness|personal|honesty,2,all,false,false
classic_l2_127,classic,2,Beneath the Surface,What is a way you still lie to yourself politely?,self_awareness|personal,2,all,false,false
classic_l2_128,classic,2,Beneath the Surface,What is something that feels simple now but took years to learn?,self_awareness|personal,2,all,false,false
classic_l2_129,classic,2,Beneath the Surface,What is something that still feels complicated even though it should be simple?,self_awareness|personal,2,all,false,false
classic_l2_130,classic,2,Beneath the Surface,What is one thing your friends get right about you?,self_awareness|personal|friendship,2,all,false,false
classic_l2_131,classic,2,Beneath the Surface,What is one thing your friends still misunderstand about you?,self_awareness|personal|friendship,2,all,false,false
classic_l2_132,classic,2,Beneath the Surface,What is something you want to stop performing?,self_awareness|personal,2,all,false,false
classic_l2_133,classic,2,Beneath the Surface,What is something you want to start expressing more freely?,self_awareness|personal,2,all,false,false
classic_l2_134,classic,2,Beneath the Surface,What is a moment when you felt truly respected?,self_awareness|personal,2,all,false,false
classic_l2_135,classic,2,Beneath the Surface,What is a moment when you felt quietly dismissed?,self_awareness|personal,2,all,false,false
classic_l2_136,classic,2,Beneath the Surface,What is a kind of care you receive easily?,self_awareness|personal,2,all,false,false
classic_l2_137,classic,2,Beneath the Surface,What is a kind of care you struggle to receive?,self_awareness|personal,2,all,false,false
classic_l2_138,classic,2,Beneath the Surface,What is something that has softened you?,self_awareness|personal,2,all,false,false
classic_l2_139,classic,2,Beneath the Surface,What is something that has sharpened you?,self_awareness|personal,2,all,false,false
classic_l2_140,classic,2,Beneath the Surface,What is a sign that you are becoming more yourself?,self_awareness|personal,2,all,false,false
classic_l2_141,classic,2,Beneath the Surface,What is a sign that you are abandoning yourself?,self_awareness|personal,2,all,false,false
classic_l2_142,classic,2,Beneath the Surface,What is something you are trying to make room for?,self_awareness|personal,2,all,false,false
classic_l2_143,classic,2,Beneath the Surface,What is something you are trying to make peace with?,self_awareness|personal,2,all,false,false
classic_l2_144,classic,2,Beneath the Surface,What is something you want to be braver about this year?,self_awareness|personal,2,all,false,false
classic_l2_145,classic,2,Beneath the Surface,What is something you want to be gentler about this year?,self_awareness|personal,2,all,false,false
classic_l2_146,classic,2,Beneath the Surface,What is something you know now that you could not have known without living through it?,self_awareness|personal,2,all,false,false
classic_l2_147,classic,2,Beneath the Surface,What is something you are learning to want without feeling guilty?,self_awareness|personal,2,all,false,false
classic_l2_148,classic,2,Beneath the Surface,What is something you are learning to stop explaining to people who are not trying to understand?,self_awareness|personal,2,all,false,false
classic_l2_149,classic,2,Beneath the Surface,What is a part of your personality that became useful before it became healthy?,self_awareness|personal,2,all,false,false
classic_l2_150,classic,2,Beneath the Surface,What is something you are trying to trust yourself about?,self_awareness|personal|trust,2,all,false,false
classic_l3_001,classic,3,Say It Anyway,What is something you wish people understood about you without you having to explain it?,vulnerability|reflection,3,all,false,false
classic_l3_002,classic,3,Say It Anyway,What is a truth about yourself that is easier to say in the dark than in daylight?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_003,classic,3,Say It Anyway,What is something you want to be asked but rarely are?,vulnerability|reflection,3,all,false,false
classic_l3_004,classic,3,Say It Anyway,What is something you are afraid people would misread if they saw the whole thing?,vulnerability|reflection,3,all,false,false
classic_l3_005,classic,3,Say It Anyway,What is one part of you that deserves more tenderness?,vulnerability|reflection,3,all,false,false
classic_l3_006,classic,3,Say It Anyway,What is one part of you that deserves more discipline?,vulnerability|reflection,3,all,false,false
classic_l3_007,classic,3,Say It Anyway,What is a goodbye you never fully processed?,vulnerability|reflection,3,all,false,false
classic_l3_008,classic,3,Say It Anyway,"What is an apology you still owe, even if you may never give it?",vulnerability|reflection|repair,3,all,false,false
classic_l3_009,classic,3,Say It Anyway,"What is an apology you are still waiting for, even if you may never get it?",vulnerability|reflection|repair,3,all,false,false
classic_l3_010,classic,3,Say It Anyway,What is a person you wish had seen who you became?,vulnerability|reflection,3,all,false,false
classic_l3_011,classic,3,Say It Anyway,What is a person you hope never gets to define who you became?,vulnerability|reflection|hope,3,all,false,false
classic_l3_012,classic,3,Say It Anyway,What is something you lost that changed your standards?,vulnerability|reflection|change,3,all,false,false
classic_l3_013,classic,3,Say It Anyway,What is something you gained that changed your identity?,vulnerability|reflection|change,3,all,false,false
classic_l3_014,classic,3,Say It Anyway,What is the loneliest kind of success?,vulnerability|reflection,3,all,false,false
classic_l3_015,classic,3,Say It Anyway,What is the safest kind of love?,vulnerability|reflection|love,3,all,false,false
classic_l3_016,classic,3,Say It Anyway,What is the hardest thing about being known?,vulnerability|reflection,3,all,false,false
classic_l3_017,classic,3,Say It Anyway,What is the hardest thing about not being known?,vulnerability|reflection,3,all,false,false
classic_l3_018,classic,3,Say It Anyway,What is something you do when you are afraid of being too much?,vulnerability|reflection,3,all,false,false
classic_l3_019,classic,3,Say It Anyway,What is something you do when you are afraid of not being enough?,vulnerability|reflection,3,all,false,false
classic_l3_020,classic,3,Say It Anyway,What is a truth you have been trying to make sound smaller?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_021,classic,3,Say It Anyway,What is a truth you have been trying to make sound acceptable?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_022,classic,3,Say It Anyway,What is something you wish someone would fight for in you?,vulnerability|reflection,3,all,false,false
classic_l3_023,classic,3,Say It Anyway,What is something you wish someone would not give up on in you?,vulnerability|reflection,3,all,false,false
classic_l3_024,classic,3,Say It Anyway,What is a memory that still has a hold on you?,vulnerability|reflection|memory,3,all,false,false
classic_l3_025,classic,3,Say It Anyway,What is a memory you are ready to loosen your grip on?,vulnerability|reflection|memory,3,all,false,false
classic_l3_026,classic,3,Say It Anyway,What is a pattern you can explain but still have not fully changed?,vulnerability|reflection|change|patterns,3,all,false,false
classic_l3_027,classic,3,Say It Anyway,What is a need you learned to call inconvenient?,vulnerability|reflection,3,all,false,false
classic_l3_028,classic,3,Say It Anyway,What is a need you are no longer willing to apologize for?,vulnerability|reflection|repair,3,all,false,false
classic_l3_029,classic,3,Say It Anyway,What is something you are grieving that other people might not recognize as grief?,vulnerability|reflection,3,all,false,false
classic_l3_030,classic,3,Say It Anyway,What is something you are proud of that cost you more than people know?,vulnerability|reflection,3,all,false,false
classic_l3_031,classic,3,Say It Anyway,What is something you survived but have not fully integrated?,vulnerability|reflection,3,all,false,false
classic_l3_032,classic,3,Say It Anyway,What is a sentence you wish someone had said to you at the right time?,vulnerability|reflection,3,all,false,false
classic_l3_033,classic,3,Say It Anyway,What is a sentence you wish you had said when you had the chance?,vulnerability|reflection,3,all,false,false
classic_l3_034,classic,3,Say It Anyway,What is a fear you rarely let yourself finish saying?,vulnerability|reflection|fear,3,all,false,false
classic_l3_035,classic,3,Say It Anyway,What is a hope you rarely let yourself finish saying?,vulnerability|reflection|hope,3,all,false,false
classic_l3_036,classic,3,Say It Anyway,What is something beautiful you almost missed because you were trying to be impressive?,vulnerability|reflection,3,all,false,false
classic_l3_037,classic,3,Say It Anyway,What is something real you almost lost because you were trying to be unbothered?,vulnerability|reflection,3,all,false,false
classic_l3_038,classic,3,Say It Anyway,What is something you are learning to receive without deflecting?,vulnerability|reflection,3,all,false,false
classic_l3_039,classic,3,Say It Anyway,What is something you are learning to give without overextending?,vulnerability|reflection,3,all,false,false
classic_l3_040,classic,3,Say It Anyway,What is a way you want to be loved more accurately?,vulnerability|reflection|love,3,all,false,false
classic_l3_041,classic,3,Say It Anyway,What is a way you want to love more courageously?,vulnerability|reflection|love,3,all,false,false
classic_l3_042,classic,3,Say It Anyway,What is one thing you appreciate about someone here that you have not said clearly enough?,vulnerability|reflection,3,all,false,false
classic_l3_043,classic,3,Say It Anyway,What is one thing someone here might not know they have taught you?,vulnerability|reflection,3,all,false,false
classic_l3_044,classic,3,Say It Anyway,What is one thing you want to thank someone for before life gets too busy again?,vulnerability|reflection,3,all,false,false
classic_l3_045,classic,3,Say It Anyway,What is one thing you wish people noticed when you are doing your best?,vulnerability|reflection|perception,3,all,false,false
classic_l3_046,classic,3,Say It Anyway,What is one thing you wish people noticed when you are not okay?,vulnerability|reflection|perception,3,all,false,false
classic_l3_047,classic,3,Say It Anyway,What is a version of you that needed more protection?,vulnerability|reflection,3,all,false,false
classic_l3_048,classic,3,Say It Anyway,What is a version of you that needed more challenge?,vulnerability|reflection,3,all,false,false
classic_l3_049,classic,3,Say It Anyway,What is something you have outgrown but still miss?,vulnerability|reflection,3,all,false,false
classic_l3_050,classic,3,Say It Anyway,What is something you have chosen that still scares you?,vulnerability|reflection,3,all,false,false
classic_l3_051,classic,3,Say It Anyway,What is a promise you made to yourself quietly?,vulnerability|reflection,3,all,false,false
classic_l3_052,classic,3,Say It Anyway,What is a promise to yourself you keep breaking?,vulnerability|reflection,3,all,false,false
classic_l3_053,classic,3,Say It Anyway,What is something you are scared to want because wanting it gives it power?,vulnerability|reflection,3,all,false,false
classic_l3_054,classic,3,Say It Anyway,What is something you pretend not to care about because caring feels risky?,vulnerability|reflection,3,all,false,false
classic_l3_055,classic,3,Say It Anyway,What is a part of your story you are tired of explaining?,vulnerability|reflection,3,all,false,false
classic_l3_056,classic,3,Say It Anyway,What is a part of your story you wish someone would ask about gently?,vulnerability|reflection,3,all,false,false
classic_l3_057,classic,3,Say It Anyway,What is something you are trying not to become?,vulnerability|reflection,3,all,false,false
classic_l3_058,classic,3,Say It Anyway,What is something you hope you are slowly becoming?,vulnerability|reflection|hope,3,all,false,false
classic_l3_059,classic,3,Say It Anyway,What is the most loving thing someone could understand about your flaws?,vulnerability|reflection,3,all,false,false
classic_l3_060,classic,3,Say It Anyway,What is the most honest thing someone could tell you right now?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_061,classic,3,Say It Anyway,"What is a truth you need to hear from yourself, not from someone else?",vulnerability|reflection|honesty,3,all,false,false
classic_l3_062,classic,3,Say It Anyway,What is something you miss about a past version of your life?,vulnerability|reflection|past,3,all,false,false
classic_l3_063,classic,3,Say It Anyway,"What is something you do not miss at all, even if it looked good from the outside?",vulnerability|reflection,3,all,false,false
classic_l3_064,classic,3,Say It Anyway,What is an ending that made room for you?,vulnerability|reflection,3,all,false,false
classic_l3_065,classic,3,Say It Anyway,What is an ending that still feels unfinished?,vulnerability|reflection,3,all,false,false
classic_l3_066,classic,3,Say It Anyway,What is something you have not forgiven because forgiving would make it feel final?,vulnerability|reflection|forgiveness,3,all,false,false
classic_l3_067,classic,3,Say It Anyway,What is something you forgave before you fully understood the cost?,vulnerability|reflection,3,all,false,false
classic_l3_068,classic,3,Say It Anyway,What is a way you protect yourself that also keeps good things out?,vulnerability|reflection,3,all,false,false
classic_l3_069,classic,3,Say It Anyway,What is a way you open up that sometimes costs too much?,vulnerability|reflection,3,all,false,false
classic_l3_070,classic,3,Say It Anyway,What is a kind of love you are learning not to beg for?,vulnerability|reflection|love,3,all,false,false
classic_l3_071,classic,3,Say It Anyway,What is a kind of love you are learning to recognize faster?,vulnerability|reflection|love,3,all,false,false
classic_l3_072,classic,3,Say It Anyway,"What is something you need to say plainly, without making it prettier?",vulnerability|reflection,3,all,false,false
classic_l3_073,classic,3,Say It Anyway,"What is something you need to hear plainly, without being defensive?",vulnerability|reflection,3,all,false,false
classic_l3_074,classic,3,Say It Anyway,What is one place in your life where you are tired of pretending you are fine?,vulnerability|reflection,3,all,false,false
classic_l3_075,classic,3,Say It Anyway,What is one place in your life where you are more fine than people assume?,vulnerability|reflection,3,all,false,false
classic_l3_076,classic,3,Say It Anyway,What is a question you are afraid would reveal too much about what you want?,vulnerability|reflection,3,all,false,false
classic_l3_077,classic,3,Say It Anyway,What is an answer you are afraid would disappoint someone?,vulnerability|reflection,3,all,false,false
classic_l3_078,classic,3,Say It Anyway,What is something you wish had been easier for you?,vulnerability|reflection,3,all,false,false
classic_l3_079,classic,3,Say It Anyway,What is something you are grateful was difficult because it made you who you are?,vulnerability|reflection|gratitude,3,all,false,false
classic_l3_080,classic,3,Say It Anyway,What is a moment when you felt deeply chosen?,vulnerability|reflection,3,all,false,false
classic_l3_081,classic,3,Say It Anyway,What is a moment when you felt quietly replaced?,vulnerability|reflection,3,all,false,false
classic_l3_082,classic,3,Say It Anyway,What is one thing you want to be brave enough to ask for?,vulnerability|reflection,3,all,false,false
classic_l3_083,classic,3,Say It Anyway,What is one thing you want to be brave enough to decline?,vulnerability|reflection,3,all,false,false
classic_l3_084,classic,3,Say It Anyway,What is a relationship you want to honor even if it changed?,vulnerability|reflection|relationships|change,3,all,false,false
classic_l3_085,classic,3,Say It Anyway,What is a relationship you need to stop romanticizing?,vulnerability|reflection|relationships|romance,3,all,false,false
classic_l3_086,classic,3,Say It Anyway,What is something you hope your future self forgives you for?,vulnerability|reflection|forgiveness|future|hope,3,all,false,false
classic_l3_087,classic,3,Say It Anyway,What is something you hope your future self thanks you for?,vulnerability|reflection|future|hope,3,all,false,false
classic_l3_088,classic,3,Say It Anyway,"What is one way you want your life to feel, not just look?",vulnerability|reflection,3,all,false,false
classic_l3_089,classic,3,Say It Anyway,What is one way your life looks better than it feels?,vulnerability|reflection,3,all,false,false
classic_l3_090,classic,3,Say It Anyway,What is one way your life feels better than it looks?,vulnerability|reflection,3,all,false,false
classic_l3_091,classic,3,Say It Anyway,What is a secret you keep from yourself by staying busy?,vulnerability|reflection,3,all,false,false
classic_l3_092,classic,3,Say It Anyway,What is something you are finally willing to stop minimizing?,vulnerability|reflection,3,all,false,false
classic_l3_093,classic,3,Say It Anyway,What is something you are finally willing to stop chasing?,vulnerability|reflection,3,all,false,false
classic_l3_094,classic,3,Say It Anyway,What is a truth about your heart that your calendar does not show?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_095,classic,3,Say It Anyway,What is a truth about your ambition that your resume does not show?,vulnerability|reflection|ambition|honesty,3,all,false,false
classic_l3_096,classic,3,Say It Anyway,What is a kind of peace you are no longer willing to trade away?,vulnerability|reflection,3,all,false,false
classic_l3_097,classic,3,Say It Anyway,What is a kind of chaos you used to mistake for aliveness?,vulnerability|reflection,3,all,false,false
classic_l3_098,classic,3,Say It Anyway,What is a moment when someone saw you correctly?,vulnerability|reflection,3,all,false,false
classic_l3_099,classic,3,Say It Anyway,What is a moment when someone got you completely wrong?,vulnerability|reflection,3,all,false,false
classic_l3_100,classic,3,Say It Anyway,What is the difference between being admired and being understood?,vulnerability|reflection,3,all,false,false
classic_l3_101,classic,3,Say It Anyway,What is the difference between being needed and being loved?,vulnerability|reflection|love,3,all,false,false
classic_l3_102,classic,3,Say It Anyway,What is one person you wish you could meet again as who you are now?,vulnerability|reflection,3,all,false,false
classic_l3_103,classic,3,Say It Anyway,What is one person you are glad only knew an older version of you?,vulnerability|reflection,3,all,false,false
classic_l3_104,classic,3,Say It Anyway,What is something you are afraid to be honest about because it might require action?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_105,classic,3,Say It Anyway,What is something you already know but keep asking other people to confirm?,vulnerability|reflection,3,all,false,false
classic_l3_106,classic,3,Say It Anyway,What is a hurt you have turned into competence?,vulnerability|reflection,3,all,false,false
classic_l3_107,classic,3,Say It Anyway,What is a hope you have turned into a joke?,vulnerability|reflection|hope,3,all,false,false
classic_l3_108,classic,3,Say It Anyway,What is something you would say if you knew nobody would interrupt?,vulnerability|reflection,3,all,false,false
classic_l3_109,classic,3,Say It Anyway,What is something you would stop saying if you knew you were already enough?,vulnerability|reflection,3,all,false,false
classic_l3_110,classic,3,Say It Anyway,What is a way you punish yourself that looks productive?,vulnerability|reflection,3,all,false,false
classic_l3_111,classic,3,Say It Anyway,What is a way you avoid your feelings that looks responsible?,vulnerability|reflection,3,all,false,false
classic_l3_112,classic,3,Say It Anyway,What is one thing you want more of before life gets too serious?,vulnerability|reflection,3,all,false,false
classic_l3_113,classic,3,Say It Anyway,What is one thing you want less of before life gets too short?,vulnerability|reflection,3,all,false,false
classic_l3_114,classic,3,Say It Anyway,What is a truth you trust your closest people to hold gently?,vulnerability|reflection|trust|honesty,3,all,false,false
classic_l3_115,classic,3,Say It Anyway,What is a truth you are still learning to hold gently yourself?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_116,classic,3,Say It Anyway,What is a compliment you struggle to accept because it touches something tender?,vulnerability|reflection|compliments,3,all,false,false
classic_l3_117,classic,3,Say It Anyway,What is a criticism you struggle to reject because it touches something old?,vulnerability|reflection,3,all,false,false
classic_l3_118,classic,3,Say It Anyway,What is something you want to believe about love but are still testing?,vulnerability|reflection|love,3,all,false,false
classic_l3_119,classic,3,Say It Anyway,What is something you want to believe about yourself but are still testing?,vulnerability|reflection,3,all,false,false
classic_l3_120,classic,3,Say It Anyway,What is a way you want to be remembered in someone’s ordinary day?,vulnerability|reflection,3,all,false,false
classic_l3_121,classic,3,Say It Anyway,What is a way someone has stayed with you without knowing it?,vulnerability|reflection,3,all,false,false
classic_l3_122,classic,3,Say It Anyway,What is something you need to stop making an argument for?,vulnerability|reflection,3,all,false,false
classic_l3_123,classic,3,Say It Anyway,What is something you need to stop making an apology for?,vulnerability|reflection|repair,3,all,false,false
classic_l3_124,classic,3,Say It Anyway,What is one way you are harder to love than people expect?,vulnerability|reflection|love,3,all,false,false
classic_l3_125,classic,3,Say It Anyway,What is one way you are easier to love than people expect?,vulnerability|reflection|love,3,all,false,false
classic_l3_126,classic,3,Say It Anyway,What is one thing you want to say to the person you were five years ago?,vulnerability|reflection,3,all,false,false
classic_l3_127,classic,3,Say It Anyway,What is one thing you hope the person you are now never forgets?,vulnerability|reflection|hope,3,all,false,false
classic_l3_128,classic,3,Say It Anyway,What is a question you would only answer honestly with the right people?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_129,classic,3,Say It Anyway,What is an emotion you are better at naming now?,vulnerability|reflection,3,all,false,false
classic_l3_130,classic,3,Say It Anyway,What is an emotion you still try to intellectualize?,vulnerability|reflection,3,all,false,false
classic_l3_131,classic,3,Say It Anyway,What is a longing you have learned to live beside?,vulnerability|reflection,3,all,false,false
classic_l3_132,classic,3,Say It Anyway,What is a longing you are finally ready to honor?,vulnerability|reflection,3,all,false,false
classic_l3_133,classic,3,Say It Anyway,What is one thing you wish someone would notice before you have to ask?,vulnerability|reflection|perception,3,all,false,false
classic_l3_134,classic,3,Say It Anyway,What is one thing you wish you could offer more freely?,vulnerability|reflection,3,all,false,false
classic_l3_135,classic,3,Say It Anyway,What is a wound that no longer gets to run the whole room?,vulnerability|reflection,3,all,false,false
classic_l3_136,classic,3,Say It Anyway,What is a joy you want to take more seriously?,vulnerability|reflection,3,all,false,false
classic_l3_137,classic,3,Say It Anyway,What is one truth you want to leave this table having said?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_138,classic,3,Say It Anyway,What is one thing you want the people here to know about how to care for you better?,vulnerability|reflection,3,all,false,false
classic_l3_139,classic,3,Say It Anyway,What is one truth you have been waiting for the right person to ask about?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_140,classic,3,Say It Anyway,What is something you want to be forgiven for by someone who may never know the full story?,vulnerability|reflection|forgiveness,3,all,false,false
classic_l3_141,classic,3,Say It Anyway,What is something you are scared will always matter more to you than it does to other people?,vulnerability|reflection,3,all,false,false
classic_l3_142,classic,3,Say It Anyway,What is one way you want to be held accountable without being shamed?,vulnerability|reflection,3,all,false,false
classic_l3_143,classic,3,Say It Anyway,What is one way you want to be comforted without being fixed?,vulnerability|reflection|comfort,3,all,false,false
classic_l3_144,classic,3,Say It Anyway,What is a part of you that still believes it has to earn rest?,vulnerability|reflection,3,all,false,false
classic_l3_145,classic,3,Say It Anyway,What is a part of you that is ready to stop auditioning for love?,vulnerability|reflection|love,3,all,false,false
classic_l3_146,classic,3,Say It Anyway,What is one thing you have been brave about that nobody clapped for?,vulnerability|reflection,3,all,false,false
classic_l3_147,classic,3,Say It Anyway,What is one thing you are finally willing to admit hurt you?,vulnerability|reflection,3,all,false,false
classic_l3_148,classic,3,Say It Anyway,What is one thing you hope someone remembers about you after tonight?,vulnerability|reflection|hope,3,all,false,false
classic_l3_149,classic,3,Say It Anyway,What is a truth you are ready to stop dressing up as a joke?,vulnerability|reflection|honesty,3,all,false,false
classic_l3_150,classic,3,Say It Anyway,What is one thing you would say if you trusted that it would be received gently?,vulnerability|reflection|trust,3,all,false,false
long_001,long_game,,The Long Game,What is something about me that has changed since you first knew me?,relationships|advanced|change,3,all,false,false
long_002,long_game,,The Long Game,What is something about you that I may not have noticed changed?,relationships|advanced|change|perception,3,couples,false,false
long_003,long_game,,The Long Game,"What is one pattern between us that is funny, frustrating, and probably true?",relationships|advanced|patterns,2,close_friends,false,false
long_004,long_game,,The Long Game,When do you feel closest to me?,relationships|advanced,3,dating,false,false
long_005,long_game,,The Long Game,When do you feel most misunderstood by me?,relationships|advanced,3,all,false,false
long_006,long_game,,The Long Game,What is one small thing I do that means more than I realize?,relationships|advanced,2,all,false,false
long_007,long_game,,The Long Game,What is one small thing I do that affects you more than I realize?,relationships|advanced,3,couples,false,false
long_008,long_game,,The Long Game,What is something we used to do that you miss?,relationships|advanced,3,close_friends,false,false
long_009,long_game,,The Long Game,What is something we do now that you hope we keep doing years from now?,relationships|advanced|hope,2,dating,false,false
long_010,long_game,,The Long Game,What is one way our relationship has gotten easier over time?,relationships|advanced,3,all,false,false
long_011,long_game,,The Long Game,What is one way our relationship has gotten harder over time?,relationships|advanced,3,all,false,false
long_012,long_game,,The Long Game,What is something we avoid talking about because it would be inconvenient?,relationships|advanced,2,couples,false,false
long_013,long_game,,The Long Game,What is something we talk about too much without actually resolving?,relationships|advanced,3,close_friends,false,false
long_014,long_game,,The Long Game,What is something you think I need more of in this season of life?,relationships|advanced,3,dating,false,false
long_015,long_game,,The Long Game,What is something you think I need less of in this season of life?,relationships|advanced,2,all,false,false
long_016,long_game,,The Long Game,What is a way I show up for you that I might not give myself credit for?,relationships|advanced,3,all,false,false
long_017,long_game,,The Long Game,What is a way you wish I showed up differently?,relationships|advanced,3,couples,false,false
long_018,long_game,,The Long Game,What is something you think I misunderstand about myself?,relationships|advanced,2,close_friends,false,false
long_019,long_game,,The Long Game,What is something you think I understand about you better than most people?,relationships|advanced,3,dating,false,false
long_020,long_game,,The Long Game,What is one expectation you have of me that you have never fully said?,relationships|advanced,3,all,false,false
long_021,long_game,,The Long Game,What is one expectation you think I have of you that we should name?,relationships|advanced,2,all,false,false
long_022,long_game,,The Long Game,What is something that makes you feel chosen by me?,relationships|advanced,3,couples,false,false
long_023,long_game,,The Long Game,What is something that makes you feel like an afterthought?,relationships|advanced,3,close_friends,false,false
long_024,long_game,,The Long Game,What is a disagreement we handled better than we used to?,relationships|advanced,2,dating,false,false
long_025,long_game,,The Long Game,What is a disagreement we still do not handle well?,relationships|advanced,3,all,false,false
long_026,long_game,,The Long Game,What is your first sign that I am stressed?,relationships|advanced|stress,3,all,false,false
long_027,long_game,,The Long Game,What is my first sign that you are stressed?,relationships|advanced|stress,2,couples,false,false
long_028,long_game,,The Long Game,What do you need from me when you are overwhelmed?,relationships|advanced,3,close_friends,false,false
long_029,long_game,,The Long Game,What do I seem to need when I am overwhelmed?,relationships|advanced,3,dating,false,false
long_030,long_game,,The Long Game,What is one ritual we should protect?,relationships|advanced,2,all,false,false
long_031,long_game,,The Long Game,What is one ritual we should retire?,relationships|advanced,3,all,false,false
long_032,long_game,,The Long Game,What is something about our dynamic that outsiders probably do not understand?,relationships|advanced,3,couples,false,false
long_033,long_game,,The Long Game,What is something outsiders might see clearly that we miss?,relationships|advanced,2,close_friends,false,false
long_034,long_game,,The Long Game,What is a memory of us that feels underrated?,relationships|advanced|memory,3,dating,false,false
long_035,long_game,,The Long Game,What is a memory of us that explains a lot?,relationships|advanced|memory,3,all,false,false
long_036,long_game,,The Long Game,What is something you are proud of us for surviving?,relationships|advanced,2,all,false,false
long_037,long_game,,The Long Game,What is something you are proud of us for building?,relationships|advanced,3,couples,false,false
long_038,long_game,,The Long Game,What is a way we have made each other softer?,relationships|advanced,3,close_friends,false,false
long_039,long_game,,The Long Game,What is a way we have made each other sharper?,relationships|advanced,2,dating,false,false
long_040,long_game,,The Long Game,What is a topic where you want more honesty from me?,relationships|advanced|honesty,3,all,false,false
long_041,long_game,,The Long Game,What is a topic where you want more gentleness from me?,relationships|advanced,3,all,false,false
long_042,long_game,,The Long Game,What is a way we are similar that helps us?,relationships|advanced,2,couples,false,false
long_043,long_game,,The Long Game,What is a way we are similar that hurts us?,relationships|advanced,3,close_friends,false,false
long_044,long_game,,The Long Game,What is a difference between us that has become useful?,relationships|advanced,3,dating,false,false
long_045,long_game,,The Long Game,What is a difference between us that still creates friction?,relationships|advanced,2,all,false,false
long_046,long_game,,The Long Game,What is something I do when I care that I might not realize is obvious?,relationships|advanced,3,all,false,false
long_047,long_game,,The Long Game,What is something you do when you care that I might not recognize?,relationships|advanced,3,couples,false,false
long_048,long_game,,The Long Game,What is something you would like us to laugh about more?,relationships|advanced,2,close_friends,false,false
long_049,long_game,,The Long Game,What is something you would like us to take more seriously?,relationships|advanced,3,dating,false,false
long_050,long_game,,The Long Game,What is something you wish we celebrated better?,relationships|advanced,3,all,false,false
long_051,long_game,,The Long Game,What is something you wish we recovered from faster?,relationships|advanced,2,all,false,false
long_052,long_game,,The Long Game,What is a way I have grown that deserves more credit?,relationships|advanced,3,couples,false,false
